"CSF-PR / CSF GLYCO MIXED-MODE / Proteins / "
"","PI","Accession","Other Protein(s)","Description","CHROMOSOME","Gene Name","Coverage(%)","Non Enzymatic Peptides","#Peptides","#Spectra","NSAF","RANK (NSAF)","MW","Confidence","Spectrum Lower Range","Spectrum Upper Range","Peptide Lower Range","Peptide Upper Range","Validated"
9988.00,"SINGLE PROTEIN","A1YPR0",""," Zinc finger and BTB domain-containing protein 7C (ZBT7C_HUMAN)","18","ZBTB7C",0.00,"false",0.00,0.00,0.00,841.00,68.97,0.00,,,,,"false"
9989.00,"SINGLE PROTEIN","Q96CN5",""," Leucine-rich repeat-containing protein 45 (LRC45_HUMAN)","17","LRRC45",0.00,"false",0.00,0.00,0.00,841.00,75.90,0.00,,,,,"false"
9990.00,"RELATED PROTEINS","Q9HCK5","Q9UL18"," Protein argonaute-4 (AGO4_HUMAN)","1","EIF2C4",0.00,"false",0.00,0.00,0.00,841.00,97.03,0.00,,,,,"false"
9991.00,"SINGLE PROTEIN","Q96CN4",""," EVI5-like protein (EVI5L_HUMAN)","19","EVI5L",0.00,"false",0.00,0.00,0.00,841.00,91.32,0.00,,,,,"false"
9992.00,"SINGLE PROTEIN","P46527",""," Cyclin-dependent kinase inhibitor 1B (CDN1B_HUMAN)","12","CDKN1B",0.00,"false",0.00,0.00,0.00,841.00,22.06,0.00,,,,,"false"
9993.00,"SINGLE PROTEIN","Q7Z7C8",""," Transcription initiation factor TFIID subunit 8 (TAF8_HUMAN)","6","TAF8",0.00,"false",0.00,0.00,0.00,841.00,34.24,0.00,,,,,"false"
9994.00,"SINGLE PROTEIN","Q96CM8",""," Acyl-CoA synthetase family member 2, mitochondrial (ACSF2_HUMAN)","17","ACSF2",0.00,"false",0.00,0.00,0.00,841.00,68.08,0.00,,,,,"false"
9995.00,"SINGLE PROTEIN","P59894",""," Doublecortin domain-containing protein 1 (DCDC1_HUMAN)","11","DCDC1",0.00,"false",0.00,0.00,0.00,841.00,39.83,0.00,,,,,"false"
9996.00,"SINGLE PROTEIN","P22557",""," 5-aminolevulinate synthase, erythroid-specific, mitochondrial (HEM0_HUMAN)","X","ALAS2",0.00,"false",0.00,0.00,0.00,841.00,64.59,0.00,,,,,"false"
9997.00,"SINGLE PROTEIN","Q5JVG2",""," Zinc finger protein 484 (ZN484_HUMAN)","9","ZNF484",0.00,"false",0.00,0.00,0.00,841.00,98.16,0.00,,,,,"false"
9998.00,"SINGLE PROTEIN","P35869",""," Aryl hydrocarbon receptor (AHR_HUMAN)","7","AHR",0.00,"false",0.00,0.00,0.00,841.00,96.09,0.00,,,,,"false"
9999.00,"UNRELATED PROTEINS","P62891","Q96EH5"," 60S ribosomal protein L39 (RL39_HUMAN)","X","RPL39",0.00,"false",0.00,0.00,0.00,841.00,6.40,0.00,,,,,"false"
10000.00,"SINGLE PROTEIN","Q96CM4",""," Nucleoredoxin-like protein 1 (NXNL1_HUMAN)","19","NXNL1",0.00,"false",0.00,0.00,0.00,841.00,23.93,0.00,,,,,"false"
10001.00,"SINGLE PROTEIN","P10588",""," Nuclear receptor subfamily 2 group F member 6 (NR2F6_HUMAN)","19","NR2F6",0.00,"false",0.00,0.00,0.00,841.00,42.95,0.00,,,,,"false"
10002.00,"SINGLE PROTEIN","P0C263",""," Serine/threonine-protein kinase SBK2 (SBK2_HUMAN)","19","SBK2",0.00,"false",0.00,0.00,0.00,841.00,38.06,0.00,,,,,"false"
10003.00,"SINGLE PROTEIN","P10589",""," COUP transcription factor 1 (COT1_HUMAN)","5","NR2F1",0.00,"false",0.00,0.00,0.00,841.00,46.13,0.00,,,,,"false"
10004.00,"SINGLE PROTEIN","Q6SJ93",""," Protein FAM111B (F111B_HUMAN)","11","FAM111B",0.00,"false",0.00,0.00,0.00,841.00,84.62,0.00,,,,,"false"
10005.00,"SINGLE PROTEIN","Q96CM3",""," RNA pseudouridylate synthase domain-containing protein 4 (RUSD4_HUMAN)","11","RPUSD4",0.00,"false",0.00,0.00,0.00,841.00,42.18,0.00,,,,,"false"
10006.00,"SINGLE PROTEIN","Q58A45",""," PAB-dependent poly(A)-specific ribonuclease subunit PAN3 (PAN3_HUMAN)","13","PAN3",0.00,"false",0.00,0.00,0.00,841.00,95.55,0.00,,,,,"false"
10007.00,"SINGLE PROTEIN","P60880",""," Synaptosomal-associated protein 25 (SNP25_HUMAN)","20","SNAP25",0.00,"false",0.00,0.00,0.00,841.00,23.30,0.00,,,,,"false"
10008.00,"SINGLE PROTEIN","Q7Z7B0",""," Filamin-A-interacting protein 1 (FLIP1_HUMAN)","6","FILIP1",0.00,"false",0.00,0.00,0.00,841.00,138.02,0.00,,,,,"false"
10009.00,"SINGLE PROTEIN","Q5VYJ5",""," MAM and LDL-receptor class A domain-containing protein 1 (MALR1_HUMAN)","10","C10ORF112",0.00,"false",0.00,0.00,0.00,841.00,163.89,0.00,,,,,"false"
10010.00,"SINGLE PROTEIN","Q5T1A1",""," DC-STAMP domain-containing protein 2 (DCST2_HUMAN)","1","DCST2",0.00,"false",0.00,0.00,0.00,841.00,86.17,0.00,,,,,"false"
10011.00,"SINGLE PROTEIN","Q7Z7B1",""," Phosphatidylinositol-glycan biosynthesis class W protein (PIGW_HUMAN)","17","PIGW",0.00,"false",0.00,0.00,0.00,841.00,56.84,0.00,,,,,"false"
10012.00,"SINGLE PROTEIN","P59827",""," BPI fold-containing family B member 4 (BPIB4_HUMAN)","20","BPIFB4",0.00,"false",0.00,0.00,0.00,841.00,65.01,0.00,,,,,"false"
10013.00,"SINGLE PROTEIN","P21291",""," Cysteine and glycine-rich protein 1 (CSRP1_HUMAN)","1","CSRP1",0.00,"false",0.00,0.00,0.00,841.00,20.55,0.00,,,,,"false"
10014.00,"SINGLE PROTEIN","Q96D53",""," AarF domain-containing protein kinase 4 (ADCK4_HUMAN)","19","ADCK4",0.00,"false",0.00,0.00,0.00,841.00,60.03,0.00,,,,,"false"
10015.00,"SINGLE PROTEIN","Q96CT2",""," Kelch-like protein 29 (KLH29_HUMAN)","2","KLHL29",0.00,"false",0.00,0.00,0.00,841.00,71.42,0.00,,,,,"false"
10016.00,"SINGLE PROTEIN","P0C1Z6",""," TCF3 fusion partner (TFPT_HUMAN)","19","TFPT",0.00,"false",0.00,0.00,0.00,841.00,28.26,0.00,,,,,"false"
10017.00,"SINGLE PROTEIN","Q96CT7",""," Coiled-coil domain-containing protein 124 (CC124_HUMAN)","19","CCDC124",0.00,"false",0.00,0.00,0.00,841.00,25.82,0.00,,,,,"false"
10018.00,"SINGLE PROTEIN","Q9H7F0",""," Probable cation-transporting ATPase 13A3 (AT133_HUMAN)","3","ATP13A3",0.00,"false",0.00,0.00,0.00,841.00,137.95,0.00,,,,,"false"
10019.00,"SINGLE PROTEIN","P60827",""," Complement C1q tumor necrosis factor-related protein 8 (C1QT8_HUMAN)","16","C1QTNF8",0.00,"false",0.00,0.00,0.00,841.00,27.67,0.00,,,,,"false"
10020.00,"SINGLE PROTEIN","Q96CS3",""," FAS-associated factor 2 (FAF2_HUMAN)","5","FAF2",0.00,"false",0.00,0.00,0.00,841.00,52.59,0.00,,,,,"false"
10021.00,"SINGLE PROTEIN","Q96D46",""," 60S ribosomal export protein NMD3 (NMD3_HUMAN)","3","NMD3",0.00,"false",0.00,0.00,0.00,841.00,57.57,0.00,,,,,"false"
10022.00,"SINGLE PROTEIN","A1Z1Q3",""," O-acetyl-ADP-ribose deacetylase MACROD2 (MACD2_HUMAN)","20","MACROD2",0.00,"false",0.00,0.00,0.00,841.00,50.02,0.00,,,,,"false"
10023.00,"SINGLE PROTEIN","Q9H7E9",""," UPF0488 protein C8orf33 (CH033_HUMAN)","8","C8ORF33",0.00,"false",0.00,0.00,0.00,841.00,24.98,0.00,,,,,"false"
10024.00,"SINGLE PROTEIN","Q9H7E2",""," Tudor domain-containing protein 3 (TDRD3_HUMAN)","13","TDRD3",0.00,"false",0.00,0.00,0.00,841.00,73.14,0.00,,,,,"false"
10025.00,"SINGLE PROTEIN","Q7Z7H8",""," 39S ribosomal protein L10, mitochondrial (RM10_HUMAN)","17","MRPL10",0.00,"false",0.00,0.00,0.00,841.00,29.26,0.00,,,,,"false"
10026.00,"SINGLE PROTEIN","Q5VZ19",""," Tudor domain-containing protein 10 (TDR10_HUMAN)","1","TDRD10",0.00,"false",0.00,0.00,0.00,841.00,40.91,0.00,,,,,"false"
10027.00,"SINGLE PROTEIN","Q5VYM1",""," Uncharacterized protein C9orf131 (CI131_HUMAN)","9","C9ORF131",0.00,"false",0.00,0.00,0.00,841.00,117.65,0.00,,,,,"false"
10028.00,"SINGLE PROTEIN","Q96D31",""," Calcium release-activated calcium channel protein 1 (CRCM1_HUMAN)","12","ORAI1",0.00,"false",0.00,0.00,0.00,841.00,32.65,0.00,,,,,"false"
10029.00,"SINGLE PROTEIN","Q7Z7G1",""," Cytokine-dependent hematopoietic cell linker (CLNK_HUMAN)","4","CLNK",0.00,"false",0.00,0.00,0.00,841.00,49.52,0.00,,,,,"false"
10030.00,"SINGLE PROTEIN","Q16204",""," Coiled-coil domain-containing protein 6 (CCDC6_HUMAN)","10","CCDC6",0.00,"false",0.00,0.00,0.00,841.00,53.26,0.00,,,,,"false"
10031.00,"SINGLE PROTEIN","Q16206",""," Ecto-NOX disulfide-thiol exchanger 2 (ENOX2_HUMAN)","X","ENOX2",0.00,"false",0.00,0.00,0.00,841.00,70.04,0.00,,,,,"false"
10032.00,"SINGLE PROTEIN","Q7Z7G2",""," Complexin-4 (CPLX4_HUMAN)","18","CPLX4",0.00,"false",0.00,0.00,0.00,841.00,18.32,0.00,,,,,"false"
10033.00,"SINGLE PROTEIN","P33260",""," Cytochrome P450 2C18 (CP2CI_HUMAN)","10","CYP2C18",0.00,"false",0.00,0.00,0.00,841.00,55.67,0.00,,,,,"false"
10034.00,"SINGLE PROTEIN","Q9H7D7",""," WD repeat-containing protein 26 (WDR26_HUMAN)","1","WDR26",0.00,"false",0.00,0.00,0.00,841.00,72.08,0.00,,,,,"false"
10035.00,"SINGLE PROTEIN","P33261",""," Cytochrome P450 2C19 (CP2CJ_HUMAN)","10","CYP2C19",0.00,"false",0.00,0.00,0.00,841.00,55.89,0.00,,,,,"false"
10036.00,"SINGLE PROTEIN","P21266",""," Glutathione S-transferase Mu 3 (GSTM3_HUMAN)","1","GSTM3",0.00,"false",0.00,0.00,0.00,841.00,26.54,0.00,,,,,"false"
10037.00,"SINGLE PROTEIN","P47897",""," Glutamine--tRNA ligase (SYQ_HUMAN)","3","QARS",0.00,"false",0.00,0.00,0.00,841.00,87.74,0.00,,,,,"false"
10038.00,"SINGLE PROTEIN","P47895",""," Aldehyde dehydrogenase family 1 member A3 (AL1A3_HUMAN)","15","ALDH1A3",0.00,"false",0.00,0.00,0.00,841.00,56.07,0.00,,,,,"false"
10039.00,"SINGLE PROTEIN","Q7Z7G8",""," Vacuolar protein sorting-associated protein 13B (VP13B_HUMAN)","8","VPS13B",0.00,"false",0.00,0.00,0.00,841.00,448.38,0.00,,,,,"false"
10040.00,"SINGLE PROTEIN","Q9H7D0",""," Dedicator of cytokinesis protein 5 (DOCK5_HUMAN)","8","DOCK5",0.00,"false",0.00,0.00,0.00,841.00,215.17,0.00,,,,,"false"
10041.00,"SINGLE PROTEIN","P47898",""," 5-hydroxytryptamine receptor 5A (5HT5A_HUMAN)","7","HTR5A",0.00,"false",0.00,0.00,0.00,841.00,40.23,0.00,,,,,"false"
10042.00,"SINGLE PROTEIN","Q96D21",""," GTP-binding protein Rhes (RHES_HUMAN)","22","RASD2",0.00,"false",0.00,0.00,0.00,841.00,30.35,0.00,,,,,"false"
10043.00,"SINGLE PROTEIN","Q96CQ1",""," Solute carrier family 25 member 36 (S2536_HUMAN)","3","SLC25A36",0.00,"false",0.00,0.00,0.00,841.00,34.26,0.00,,,,,"false"
10044.00,"SINGLE PROTEIN","Q7Z7F0",""," UPF0469 protein KIAA0907 (K0907_HUMAN)","1","KIAA0907",0.00,"false",0.00,0.00,0.00,841.00,64.80,0.00,,,,,"false"
10045.00,"SINGLE PROTEIN","P21283",""," V-type proton ATPase subunit C 1 (VATC1_HUMAN)","8","ATP6V1C1",0.00,"false",0.00,0.00,0.00,841.00,43.91,0.00,,,,,"false"
10046.00,"SINGLE PROTEIN","P21281",""," V-type proton ATPase subunit B, brain isoform (VATB2_HUMAN)","8","ATP6V1B2",0.00,"false",0.00,0.00,0.00,841.00,56.46,0.00,,,,,"false"
10047.00,"SINGLE PROTEIN","O75795",""," UDP-glucuronosyltransferase 2B17 (UDB17_HUMAN)","4","UGT2B17",0.00,"false",0.00,0.00,0.00,841.00,61.06,0.00,,,,,"false"
10048.00,"SINGLE PROTEIN","O75794",""," Cell division cycle protein 123 homolog (CD123_HUMAN)","10","CDC123",0.00,"false",0.00,0.00,0.00,841.00,39.11,0.00,,,,,"false"
10049.00,"SINGLE PROTEIN","O75791",""," GRB2-related adapter protein 2 (GRAP2_HUMAN)","22","GRAP2",0.00,"false",0.00,0.00,0.00,841.00,37.89,0.00,,,,,"false"
10050.00,"SINGLE PROTEIN","O75792",""," Ribonuclease H2 subunit A (RNH2A_HUMAN)","19","RNASEH2A",0.00,"false",0.00,0.00,0.00,841.00,33.37,0.00,,,,,"false"
10051.00,"SINGLE PROTEIN","Q9H7C9",""," Mth938 domain-containing protein (AAMDC_HUMAN)","","AAMDC",0.00,"false",0.00,0.00,0.00,841.00,13.32,0.00,,,,,"false"
10052.00,"SINGLE PROTEIN","Q9H7C4",""," Syncoilin (SYNCI_HUMAN)","1","SYNC",0.00,"false",0.00,0.00,0.00,841.00,55.27,0.00,,,,,"false"
10053.00,"SINGLE PROTEIN","Q16222",""," UDP-N-acetylhexosamine pyrophosphorylase (UAP1_HUMAN)","1","UAP1",0.00,"false",0.00,0.00,0.00,841.00,58.73,0.00,,,,,"false"
10054.00,"SINGLE PROTEIN","P47883",""," Putative olfactory receptor 3A4 (OR3A4_HUMAN)","17","OR3A4P",0.00,"false",0.00,0.00,0.00,841.00,37.17,0.00,,,,,"false"
10055.00,"SINGLE PROTEIN","B1ATL7",""," Proline-rich protein 32 (PRR32_HUMAN)","X","CXORF64",0.00,"false",0.00,0.00,0.00,841.00,31.87,0.00,,,,,"false"
10056.00,"SINGLE PROTEIN","Q5JVL4",""," EF-hand domain-containing protein 1 (EFHC1_HUMAN)","6","EFHC1",0.00,"false",0.00,0.00,0.00,841.00,73.94,0.00,,,,,"false"
10057.00,"SINGLE PROTEIN","P60842",""," Eukaryotic initiation factor 4A-I (IF4A1_HUMAN)","17","EIF4A1",0.00,"false",0.00,0.00,0.00,841.00,46.12,0.00,,,,,"false"
10058.00,"SINGLE PROTEIN","P09529",""," Inhibin beta B chain (INHBB_HUMAN)","2","INHBB",0.00,"false",0.00,0.00,0.00,841.00,45.09,0.00,,,,,"false"
10059.00,"SINGLE PROTEIN","P35813",""," Protein phosphatase 1A (PPM1A_HUMAN)","14","PPM1A",0.00,"false",0.00,0.00,0.00,841.00,42.42,0.00,,,,,"false"
10060.00,"SINGLE PROTEIN","P10515",""," Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial (ODP2_HUMAN)","11","DLAT",0.00,"false",0.00,0.00,0.00,841.00,68.95,0.00,,,,,"false"
10061.00,"SINGLE PROTEIN","O75787",""," Renin receptor (RENR_HUMAN)","X","ATP6AP2",0.00,"false",0.00,0.00,0.00,841.00,38.98,0.00,,,,,"false"
10062.00,"SINGLE PROTEIN","Q9H6Y7",""," E3 ubiquitin-protein ligase RNF167 (RN167_HUMAN)","17","RNF167",0.00,"false",0.00,0.00,0.00,841.00,38.27,0.00,,,,,"false"
10063.00,"SINGLE PROTEIN","Q5QJ38",""," Trichohyalin-like protein 1 (TCHL1_HUMAN)","1","TCHHL1",0.00,"false",0.00,0.00,0.00,841.00,99.22,0.00,,,,,"false"
10064.00,"SINGLE PROTEIN","O75783",""," Rhomboid-related protein 1 (RHBL1_HUMAN)","16","RHBDL1",0.00,"false",0.00,0.00,0.00,841.00,48.28,0.00,,,,,"false"
10065.00,"SINGLE PROTEIN","O75781",""," Paralemmin-1 (PALM_HUMAN)","19","PALM",0.00,"false",0.00,0.00,0.00,841.00,42.05,0.00,,,,,"false"
10066.00,"SINGLE PROTEIN","Q9H6Y5",""," PDZ domain-containing protein MAGIX (MAGIX_HUMAN)","X","MAGIX",0.00,"false",0.00,0.00,0.00,841.00,35.20,0.00,,,,,"false"
10067.00,"SINGLE PROTEIN","Q9H6Y2",""," WD repeat-containing protein 55 (WDR55_HUMAN)","5","WDR55",0.00,"false",0.00,0.00,0.00,841.00,42.04,0.00,,,,,"false"
10068.00,"SINGLE PROTEIN","Q3MIV0",""," Keratin-associated protein 22-1 (KR221_HUMAN)","21","KRTAP22-1",0.00,"false",0.00,0.00,0.00,841.00,5.27,0.00,,,,,"false"
10069.00,"SINGLE PROTEIN","Q96CG8",""," Collagen triple helix repeat-containing protein 1 (CTHR1_HUMAN)","8","CTHRC1",0.00,"false",0.00,0.00,0.00,841.00,26.21,0.00,,,,,"false"
10070.00,"SINGLE PROTEIN","Q96CG3",""," TRAF-interacting protein with FHA domain-containing protein A (TIFA_HUMAN)","4","TIFA",0.00,"false",0.00,0.00,0.00,841.00,21.43,0.00,,,,,"false"
10071.00,"SINGLE PROTEIN","Q4G0Z9",""," MCM domain-containing protein 2 (MCMD2_HUMAN)","8","MCMDC2",0.00,"false",0.00,0.00,0.00,841.00,76.17,0.00,,,,,"false"
10072.00,"SINGLE PROTEIN","Q6XYB7",""," Transcription factor LBX2 (LBX2_HUMAN)","2","LBX2",0.00,"false",0.00,0.00,0.00,841.00,21.47,0.00,,,,,"false"
10073.00,"UNRELATED PROTEINS","Q86UP0","Q96MF6"," Cadherin-24 (CAD24_HUMAN)","14","CDH24",0.00,"false",0.00,0.00,0.00,841.00,87.70,0.00,,,,,"false"
10074.00,"SINGLE PROTEIN","Q9H799",""," Uncharacterized protein C5orf42 (CE042_HUMAN)","5","C5ORF42",0.00,"false",0.00,0.00,0.00,841.00,361.52,0.00,,,,,"false"
10075.00,"SINGLE PROTEIN","Q9H792",""," Pseudopodium-enriched atypical kinase 1 (PEAK1_HUMAN)","15","PEAK1",0.00,"false",0.00,0.00,0.00,841.00,192.99,0.00,,,,,"false"
10076.00,"SINGLE PROTEIN","Q9H6X5",""," Uncharacterized protein C19orf44 (CS044_HUMAN)","19","C19ORF44",0.00,"false",0.00,0.00,0.00,841.00,71.30,0.00,,,,,"false"
10077.00,"SINGLE PROTEIN","Q9H6X4",""," Transmembrane protein 134 (TM134_HUMAN)","11","TMEM134",0.00,"false",0.00,0.00,0.00,841.00,21.57,0.00,,,,,"false"
10078.00,"SINGLE PROTEIN","Q9H790",""," Exonuclease V (EXO5_HUMAN)","1","DEM1",0.00,"false",0.00,0.00,0.00,841.00,41.79,0.00,,,,,"false"
10079.00,"SINGLE PROTEIN","Q5T0Z8",""," Uncharacterized protein C6orf132 (CF132_HUMAN)","6","C6ORF132",0.00,"false",0.00,0.00,0.00,841.00,123.96,0.00,,,,,"false"
10080.00,"SINGLE PROTEIN","Q96CF2",""," Charged multivesicular body protein 4c (CHM4C_HUMAN)","8","CHMP4C",0.00,"false",0.00,0.00,0.00,841.00,26.39,0.00,,,,,"false"
10081.00,"SINGLE PROTEIN","P09543",""," 2',3'-cyclic-nucleotide 3'-phosphodiesterase (CN37_HUMAN)","17","CNP",0.00,"false",0.00,0.00,0.00,841.00,47.55,0.00,,,,,"false"
10082.00,"SINGLE PROTEIN","P09544",""," Protein Wnt-2 (WNT2_HUMAN)","7","WNT2",0.00,"false",0.00,0.00,0.00,841.00,40.39,0.00,,,,,"false"
10083.00,"SINGLE PROTEIN","O75764",""," Transcription elongation factor A protein 3 (TCEA3_HUMAN)","1","TCEA3",0.00,"false",0.00,0.00,0.00,841.00,38.95,0.00,,,,,"false"
10084.00,"SINGLE PROTEIN","O75762",""," Transient receptor potential cation channel subfamily A member 1 (TRPA1_HUMAN)","8","TRPA1",0.00,"false",0.00,0.00,0.00,841.00,127.42,0.00,,,,,"false"
10085.00,"SINGLE PROTEIN","Q9H788",""," SH2 domain-containing protein 4A (SH24A_HUMAN)","8","SH2D4A",0.00,"false",0.00,0.00,0.00,841.00,52.69,0.00,,,,,"false"
10086.00,"SINGLE PROTEIN","Q3MIW9",""," Diffuse panbronchiolitis critical region protein 1 (DPCR1_HUMAN)","6","DPCR1",0.00,"false",0.00,0.00,0.00,841.00,56.31,0.00,,,,,"false"
10087.00,"SINGLE PROTEIN","Q9H6W3",""," Bifunctional lysine-specific demethylase and histidyl-hydroxylase NO66 (NO66_HUMAN)","","NO66",0.00,"false",0.00,0.00,0.00,841.00,71.04,0.00,,,,,"false"
10088.00,"SINGLE PROTEIN","Q3MIX3",""," Uncharacterized aarF domain-containing protein kinase 5 (ADCK5_HUMAN)","8","ADCK5",0.00,"false",0.00,0.00,0.00,841.00,65.85,0.00,,,,,"false"
10089.00,"SINGLE PROTEIN","Q92793",""," CREB-binding protein (CBP_HUMAN)","16","CREBBP",0.00,"false",0.00,0.00,0.00,841.00,265.18,0.00,,,,,"false"
10090.00,"SINGLE PROTEIN","Q7Z6Z7",""," E3 ubiquitin-protein ligase HUWE1 (HUWE1_HUMAN)","X","HUWE1",0.00,"false",0.00,0.00,0.00,841.00,481.59,0.00,,,,,"false"
10091.00,"SINGLE PROTEIN","Q92791",""," Synaptonemal complex protein SC65 (SC65_HUMAN)","17","LEPREL4",0.00,"false",0.00,1.00,0.00,418.00,50.35,0.00,,,,,"false"
10092.00,"SINGLE PROTEIN","Q7Z6Z6",""," Patatin-like phospholipase domain-containing protein 5 (PLPL5_HUMAN)","22","PNPLA5",0.00,"false",0.00,0.00,0.00,841.00,47.88,0.00,,,,,"false"
10093.00,"SINGLE PROTEIN","Q92797",""," Symplekin (SYMPK_HUMAN)","19","SYMPK",0.00,"false",0.00,0.00,0.00,841.00,141.06,0.00,,,,,"false"
10094.00,"SINGLE PROTEIN","Q92796",""," Disks large homolog 3 (DLG3_HUMAN)","X","DLG3",0.00,"false",0.00,0.00,0.00,841.00,90.26,0.00,,,,,"false"
10095.00,"SINGLE PROTEIN","Q92794",""," Histone acetyltransferase KAT6A (KAT6A_HUMAN)","8","KAT6A",0.00,"false",0.00,0.00,0.00,841.00,224.89,0.00,,,,,"false"
10096.00,"SINGLE PROTEIN","Q96CE8",""," Transmembrane 4 L6 family member 18 (T4S18_HUMAN)","3","TM4SF18",0.00,"false",0.00,0.00,0.00,841.00,22.26,0.00,,,,,"false"
10097.00,"UNRELATED PROTEINS","Q8TCU5","Q9GZU5,Q9H324"," Glutamate receptor ionotropic, NMDA 3A (NMD3A_HUMAN)","9","GRIN3A",0.00,"false",0.00,0.00,0.00,841.00,125.39,0.00,,,,,"false"
10098.00,"SINGLE PROTEIN","P59817",""," Zinc finger protein 280A (Z280A_HUMAN)","22","ZNF280A",0.00,"false",0.00,0.00,0.00,841.00,60.78,0.00,,,,,"false"
10099.00,"SINGLE PROTEIN","O75751",""," Solute carrier family 22 member 3 (S22A3_HUMAN)","6","SLC22A3",0.00,"false",0.00,0.00,0.00,841.00,61.24,0.00,,,,,"false"
10100.00,"SINGLE PROTEIN","Q5T0W9",""," Protein FAM83B (FA83B_HUMAN)","6","FAM83B",0.00,"false",0.00,0.00,0.00,841.00,114.73,0.00,,,,,"false"
10101.00,"SINGLE PROTEIN","Q9H777",""," Zinc phosphodiesterase ELAC protein 1 (RNZ1_HUMAN)","18","ELAC1",0.00,"false",0.00,0.00,0.00,841.00,39.99,0.00,,,,,"false"
10102.00,"SINGLE PROTEIN","P11831",""," Serum response factor (SRF_HUMAN)","6","SRF",0.00,"false",0.00,0.00,0.00,841.00,51.56,0.00,,,,,"false"
10103.00,"SINGLE PROTEIN","Q9H773",""," dCTP pyrophosphatase 1 (DCTP1_HUMAN)","16","DCTPP1",0.00,"false",0.00,0.00,0.00,841.00,18.67,0.00,,,,,"false"
10104.00,"SINGLE PROTEIN","Q5I0X7",""," Tetratricopeptide repeat protein 32 (TTC32_HUMAN)","2","TTC32",0.00,"false",0.00,0.00,0.00,841.00,17.29,0.00,,,,,"false"
10105.00,"SINGLE PROTEIN","Q9H772",""," Gremlin-2 (GREM2_HUMAN)","1","GREM2",0.00,"false",0.00,0.00,0.00,841.00,19.31,0.00,,,,,"false"
10106.00,"RELATED PROTEINS","Q86T65","Q9Y4D1"," Disheveled-associated activator of morphogenesis 2 (DAAM2_HUMAN)","6","DAAM2",0.00,"false",0.00,0.00,0.00,841.00,123.42,0.00,,,,,"false"
10107.00,"SINGLE PROTEIN","Q92782",""," Zinc finger protein neuro-d4 (DPF1_HUMAN)","19","DPF1",0.00,"false",0.00,0.00,0.00,841.00,42.47,0.00,,,,,"false"
10108.00,"SINGLE PROTEIN","Q96CD0",""," F-box/LRR-repeat protein 8 (FBXL8_HUMAN)","16","FBXL8",0.00,"false",0.00,0.00,0.00,841.00,40.49,0.00,,,,,"false"
10109.00,"SINGLE PROTEIN","Q5T197",""," DC-STAMP domain-containing protein 1 (DCST1_HUMAN)","1","DCST1",0.00,"false",0.00,0.00,0.00,841.00,80.66,0.00,,,,,"false"
10110.00,"SINGLE PROTEIN","Q96CD2",""," Phosphopantothenoylcysteine decarboxylase (COAC_HUMAN)","15","PPCDC",0.00,"false",0.00,0.00,0.00,841.00,22.38,0.00,,,,,"false"
10111.00,"SINGLE PROTEIN","Q92784",""," Zinc finger protein DPF3 (DPF3_HUMAN)","14","DPF3",0.00,"false",0.00,0.00,0.00,841.00,43.06,0.00,,,,,"false"
10112.00,"SINGLE PROTEIN","P09525",""," Annexin A4 (ANXA4_HUMAN)","2","ANXA4",0.00,"false",0.00,0.00,0.00,841.00,35.86,0.00,,,,,"false"
10113.00,"SINGLE PROTEIN","O75746",""," Calcium-binding mitochondrial carrier protein Aralar1 (CMC1_HUMAN)","2","SLC25A12",0.00,"false",0.00,0.00,0.00,841.00,74.71,0.00,,,,,"false"
10114.00,"SINGLE PROTEIN","O75747",""," Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit gamma (P3C2G_HUMAN)","12","PIK3C2G",0.00,"false",0.00,0.00,0.00,841.00,165.61,0.00,,,,,"false"
10115.00,"SINGLE PROTEIN","Q5GLZ8",""," Probable E3 ubiquitin-protein ligase HERC4 (HERC4_HUMAN)","10","HERC4",0.00,"false",0.00,0.00,0.00,841.00,118.49,0.00,,,,,"false"
10116.00,"SINGLE PROTEIN","O00186",""," Syntaxin-binding protein 3 (STXB3_HUMAN)","1","STXBP3",0.00,"false",0.00,0.00,0.00,841.00,67.72,0.00,,,,,"false"
10117.00,"SINGLE PROTEIN","O00189",""," AP-4 complex subunit mu-1 (AP4M1_HUMAN)","7","AP4M1",0.00,"false",0.00,0.00,0.00,841.00,49.95,0.00,,,,,"false"
10118.00,"SINGLE PROTEIN","O00192",""," Armadillo repeat protein deleted in velo-cardio-facial syndrome (ARVC_HUMAN)","22","ARVCF",0.00,"false",0.00,0.00,0.00,841.00,104.58,0.00,,,,,"false"
10119.00,"SINGLE PROTEIN","O00194",""," Ras-related protein Rab-27B (RB27B_HUMAN)","18","RAB27B",0.00,"false",0.00,0.00,0.00,841.00,24.59,0.00,,,,,"false"
10120.00,"SINGLE PROTEIN","Q7Z7A1",""," Centriolin (CNTRL_HUMAN)","9","CNTRL",0.00,"false",0.00,0.00,0.00,841.00,268.72,0.00,,,,,"false"
10121.00,"SINGLE PROTEIN","P08243",""," Asparagine synthetase [glutamine-hydrolyzing] (ASNS_HUMAN)","7","ASNS",0.00,"false",0.00,0.00,0.00,841.00,64.33,0.00,,,,,"false"
