Entry	Mass
Q9Y2Y4	52,963
Q6ZWC4	22,988
Q6ZVQ6	17,006
O15156	58,027
Q86YH2	61,584
Q6P2D0	47,516
O95405	156,403
Q8N402	26,933
O60844	18,133
Q8N9K5	62,445
A8MT65	63,592
Q7Z3I7	61,238
Q9P016	25,697
Q9UJT1	51,034
Q8NI27	182,775
Q9UHF7	141,521
Q8WVN8	42,818
Q9BZM4	27,949
Q8IZJ1	103,638
O00294	60,609
Q5TAA0	63,361
Q8WVF2	16,563
Q96BW1	33,786
P0DTE5	60,772
O75631	30,670
Q9NZR4	38,431
A6NCI4	134,020
Q8TAG5	25,833
Q5MNZ6	38,122
Q9H8V8	14,815
A6NLC8	21,962
Q96EC8	26,256
O96006	78,156
Q9ULJ3	118,870
Q7Z739	63,861
P0CG31	59,572
Q5HYM0	94,205
Q7Z2W4	101,431
Q6NZY4	78,577
Q96MU7	84,700
Q8WW36	18,005
Q6ZN79	34,734
A6NHS1	10,211
Q8IZC7	50,339
A6NEH8	20,902
Q9BSK1	54,939
Q6U7Q0	46,941
P17022	62,288
Q14585	55,383
P10646	35,015
Q9NRH3	51,092
Q96RS0	96,620
Q6ZMP0	112,450
P19532	61,521
O95455	40,214
O15119	79,389
Q86W42	37,535
A6NFQ2	100,906
Q9Y4C2	102,126
P32780	62,032
Q9BQ50	25,922
Q8NDG6	155,683
Q0IIM8	128,709
Q6ZWK6	49,410
Q6NUQ4	77,151
O75347	12,855
P01033	23,171
P0DI82	16,445
P0CAT3	13,375
Q93038	45,385
O00206	95,680
Q9UNS1	138,658
Q12933	55,859
Q04727	83,755
P20396	27,404
Q5SWH9	27,551
Q6ZSZ6	117,916
A0A087WV62	12,845
A6NDN8	10,909
O95071	309,352
Q9Y548	34,277
Q8WYQ9	100,042
Q9C0B9	125,936
A6NP61	36,010
Q6ZV60	16,386
Q7Z7L7	88,169
Q16670	55,254
Q9BU19	56,968
Q8NEW0	41,626
Q8TAQ5	80,247
Q2M218	76,094
P52736	73,388
Q96JG9	410,202
Q9Y2D9	69,744
Q96BR6	52,597
Q8NAF0	60,509
P17028	42,155
Q9Y3M9	86,875
Q86UU1	151,162
Q02325	10,971
Q08752	40,764
Q8WUK0	22,844
Q8NF91	1,011,086
Q9Y5J6	11,586
Q9BXQ6	58,425
Q96RL7	360,276
Q9NXG2	39,315
P25325	33,178
Q12800	57,256
A0A1B0GU33	8,127
Q6DHY5	62,231
Q6ZTW0	31,275
Q9C0D5	202,219
Q8N5T2	60,208
E9PQX1	13,758
O94842	66,195
Q8WVR3	62,597
P31314	34,365
A0A1B0GX56	12,955
P62072	10,333
Q9Y2S6	7,066
Q9Y577	54,418
Q86Y38	107,569
Q8TD43	134,301
Q13507	96,009
A0A1B0GUS4	17,875
P01733	12,997
O94874	89,595
Q70J99	123,282
Q9NV66	83,702
Q9HA47	31,435
Q5JXB2	17,377
Q6NUS8	59,151
P09936	24,824
P55916	34,216
O00526	19,438
O95183	12,805
O43915	40,444
Q9ULK5	59,714
P04628	40,982
O75695	39,641
Q9H0M5	86,232
O14709	118,847
Q9NV72	60,903
Q9H963	15,019
Q7Z3V5	70,792
A2RU30	59,213
P01266	304,790
P14679	60,393
O75604	68,072
Q9NX01	17,015
A0A5B6	13,166
Q6ZT12	212,433
A0A0B4J279	12,289
Q9H3U1	103,077
P26651	34,003
Q9BZX2	29,299
O43818	51,841
Q9NWZ5	61,141
O95847	36,064
Q86TV6	94,179
Q96RP3	12,146
P22314	117,849
A2A3L6	63,396
Q86UZ6	64,083
Q8N3U1	12,695
Q6ZSA8	13,825
Q6ZSB9	85,061
Q8TED0	58,415
P63123	17,101
A6NLU5	30,297
Q86VZ2	36,338
Q9P2S5	51,588
Q9H270	107,837
Q3ZAQ7	11,354
Q96NR7	21,356
O43592	109,964
Q9Y5W5	41,528
Q9UHT4	8,314
O75467	61,104
Q9NQZ6	26,244
Q9UPT8	140,257
Q8TBK6	20,967
Q9H8X9	45,975
Q8IYP9	45,983
Q9BW85	37,086
Q9H4I2	104,658
P21754	47,018
A6NK75	65,799
O14771	51,263
B7Z6K7	97,337
Q7RTS3	34,970
A6NGN4	55,354
Q6ISU1	29,266
Q86YV5	149,624
Q8IXH6	23,980
P13726	33,068
Q9NVV9	24,944
Q8N6G2	33,595
P19484	52,865
Q6UWW9	16,116
Q96J77	15,503
Q96HA7	150,929
Q96DN5	124,189
Q96SK2	62,922
P35916	152,757
Q86T26	46,337
O95407	32,680
Q5U3C3	33,508
Q6ICL3	30,937
Q8N6Q1	34,174
Q8IU68	81,641
Q96HH6	36,392
O60603	89,838
A0A1W2PR48	48,656
Q6UXU6	17,229
Q969K7	23,772
Q92574	129,767
Q2NL82	91,810
Q12816	143,716
A0A576	12,928
A0A0K0K1A5	12,402
Q96B02	17,331
A0A075B6L6	12,410
P49427	26,737
P61081	20,900
Q8TB05	18,954
P33981	97,072
Q7RTZ2	59,590
Q16831	33,934
P32241	51,547
Q9H1Z4	53,696
P63122	17,206
Q8N2E2	176,780
Q9BRG1	20,748
P04004	54,306
A8MV65	36,009
Q86TA4	19,528
Q8N976	14,881
Q6PJT7	82,876
Q9UIJ5	42,022
A6NM28	45,791
Q9Y397	40,916
Q9UDV6	55,447
C9JN71	61,540
Q9UBF2	97,622
Q8WTW3	108,978
Q96LU5	18,504
Q96FE5	69,876
Q96JB6	84,483
A6NDA9	60,168
Q9H008	29,165
O43347	39,125
O75022	69,386
Q86WI0	23,777
P43034	46,638
Q96S90	25,003
Q16873	16,567
O60336	163,818
Q86UE4	63,837
Q9Y5Q3	35,792
A8MSI8	9,374
Q14764	99,327
Q96E52	60,120
Q7RTU3	29,358
Q92508	286,790
Q9UL41	52,376
Q13492	70,755
Q9UKY4	84,214
P41222	21,029
O60831	19,258
P02786	84,871
Q12788	89,035
Q16762	33,429
Q99593	57,711
Q6ZUX3	111,153
Q8N6K0	16,649
Q86V81	26,888
Q86VP1	90,877
P52888	78,840
Q96EI5	24,647
Q5GH70	43,406
Q7L2K0	46,402
Q9UK61	189,032
O75764	38,972
Q8IZP1	62,187
Q587J7	132,578
Q03518	80,965
A0A087WVF3	62,187
Q4V9L6	29,203
O14798	27,407
Q56UQ5	15,757
Q9NS68	46,015
Q86WT1	76,136
Q9H1Z9	36,498
A0A0J9YX75	12,484
Q96LR5	22,255
Q14157	114,535
A6PVC2	94,676
Q9BQ24	26,506
P61236	13,608
O15498	22,418
Q8WV99	28,023
Q8ND25	23,783
P35789	70,971
Q13106	49,865
Q6XR72	52,684
O14863	47,483
Q8IZM8	127,876
Q6PDB4	66,762
Q9H0D2	145,587
Q9NP85	42,201
Q7Z3K3	155,344
Q3SYG4	99,280
Q9BWD1	41,351
Q9BXT5	315,336
Q8TBZ9	29,483
Q3KQV9	57,030
A0A0K0K1A3	12,970
A0A0B4J2E0	12,982
Q9P2J2	126,580
P11172	52,222
A0A0J9YY54	78,886
Q702N8	198,561
Q9C0E2	130,139
Q9Y4E1	144,911
Q9H9H4	31,307
P55808	19,723
Q9NX94	37,828
Q6ZNB5	25,996
O75312	50,925
A8MUI8	37,626
Q8N7P7	48,314
Q9UI54	6,387
Q96MF0	14,640
Q8NB50	102,511
Q52M93	88,066
P17040	117,541
Q96MX3	67,820
Q96IQ9	32,782
Q96N77	49,528
Q86UQ0	41,189
Q7Z7K2	65,124
Q5JNZ3	76,322
Q96J01	38,772
Q9BQE3	49,895
Q8WVM0	39,543
Q9UHD2	83,642
A0A1B0GTD5	15,631
P24752	45,200
Q13395	181,675
Q17R31	30,333
Q9UPZ6	185,363
A0PJW6	22,049
Q6ICI0	21,740
P24821	240,853
O43711	31,867
Q16890	22,449
Q13061	81,595
Q96EY4	23,864
P51854	65,333
O60704	41,912
Q8N7U7	40,603
Q14134	65,835
P62995	33,666
Q6PEY1	17,251
P49815	200,608
O75954	26,779
Q7Z2W7	127,685
Q9UJK0	33,596
Q969D9	18,141
A0A0B4J273	12,465
P51668	16,602
P09327	92,695
P63127	17,194
O75083	66,194
Q4G0F5	39,155
P61129	131,670
Q8WU90	48,602
Q6UX98	30,176
Q9UPR6	101,330
P17010	90,522
Q6ZRN7	21,161
Q9UJ78	74,817
Q2M3W8	65,842
P10072	75,128
Q8WXB4	91,812
P18859	12,588
O75173	90,197
O15392	16,389
Q6UVK1	250,537
P62952	9,876
Q9BSF8	53,779
A0A1B0GUI7	9,747
Q9BQE9	22,195
Q5H9B9	46,091
Q6W2J9	192,189
Q6ZNE5	55,309
Q9Y6Q1	74,576
P0DN87	17,757
Q49AH0	20,964
Q8N7R7	40,705
P59074	19,069
P04798	58,165
Q9BT40	51,090
O15327	104,738
Q86Y97	52,113
Q9HCM3	210,755
Q674X7	86,351
P06732	43,101
O15550	154,177
Q9ULH0	196,542
G5E9R7	24,569
Q3LI81	22,345
Q6ZWJ8	166,935
P16150	40,322
Q8NCW0	48,849
Q5JUW0	20,100
P0DV60	10,475
O75676	85,606
Q68G75	20,326
Q71F78	17,306
Q15012	26,801
Q8IUC1	17,085
Q96QS6	43,027
Q3LI63	6,202
Q8N448	76,004
Q9UGP4	72,190
Q8N149	52,992
Q9Y468	92,297
Q9NPC1	37,942
Q13232	19,015
H3BQJ8	15,317
Q9H081	24,140
Q93083	6,062
P53779	52,585
Q8IXI1	68,118
Q9H3R2	54,604
P58546	12,895
A4FU01	79,545
Q8IXL7	20,702
P0C6T2	4,193
Q9Y5G5	101,480
Q8N3F0	14,925
Q8NDA8	181,249
Q96DH6	35,197
Q96KJ4	74,540
Q13421	68,986
Q15800	35,216
Q96J66	154,301
Q9Y4B5	209,526
Q86W26	75,032
Q14957	134,209
Q8IVV8	23,240
Q9H2Z4	36,179
Q8IY84	49,606
Q99574	46,427
Q8NFZ3	92,021
Q9Y221	20,463
Q6J4K2	64,231
P59044	98,768
P53384	34,534
Q8NA29	60,170
P05186	57,305
Q86UA1	78,430
P03905	51,581
Q96MF7	27,932
Q6X4W1	60,143
Q9UFN0	28,467
P0C0P6	10,103
O75817	15,651
P03897	13,186
P20393	66,805
P0C024	26,942
P49757	70,804
Q7Z2Y5	178,479
Q9UHY1	59,845
A0A0A6YYL3	61,708
P62140	37,187
O60287	254,389
Q9UND3	40,133
Q9UD71	22,963
P0DM63	42,230
A8MRT5	126,459
O95222	36,154
Q8N819	46,170
A6NET4	36,711
Q8NG99	35,931
Q8NG95	34,439
Q8N162	35,422
Q8N146	35,219
Q8WZ84	34,445
Q8NGU1	29,546
P0C646	33,382
A6NHG9	35,099
Q13415	97,350
O95948	54,303
A6NGQ2	17,170
Q9UKG9	70,178
Q8IXM7	31,065
Q7Z3B4	55,435
P47890	34,924
Q01968	104,205
P12694	50,471
Q8NGZ4	34,506
P58173	35,414
Q8NH16	35,495
Q8NGS1	34,959
Q9Y3N9	36,101
Q8NGB2	36,862
Q8NH83	34,915
Q8NGB9	35,355
Q8NH02	35,595
Q6IEV9	35,003
Q8NGD4	35,201
Q8NGC2	35,466
Q8NGK9	37,278
Q8NGF7	35,091
Q5R387	16,844
Q96EK2	57,455
P07237	57,116
Q15198	41,861
Q6IQ22	27,248
P61225	20,504
A0AV96	64,099
Q5RL73	41,808
P51153	22,774
Q9BQ04	40,150
Q9Y5F7	101,214
O43933	142,867
Q15118	49,244
P10276	50,771
Q5R372	92,513
P01213	28,385
P17858	85,018
P10826	50,489
P35354	68,996
O14966	23,155
Q15286	23,025
P13631	50,342
O95755	36,322
Q96AX2	24,815
P49792	358,199
P57729	23,712
Q99969	18,618
Q9Y3P9	121,737
Q8IZV5	38,087
P20336	24,984
P61006	23,668
Q9H2M9	155,985
Q8TC12	35,386
Q92804	61,830
Q5TC82	125,736
Q9HBD1	131,669
Q8IY67	63,877
Q9BUV8	15,487
Q9HCJ3	74,339
P53805	28,079
Q14206	21,997
Q96IS3	20,086
Q9UKA8	27,492
O00559	24,377
P63244	35,077
P62491	24,394
Q6NSI4	97,554
P55042	33,245
Q8NDN9	58,252
O95199	60,315
Q96I51	49,898
Q15907	24,489
Q8TD07	30,122
P18754	44,969
P78406	40,968
Q8IXT5	118,103
Q9P258	56,085
O75943	77,055
Q8NDT2	97,205
A6NED2	40,079
P24386	73,476
Q9UL26	21,855
Q9NS91	56,223
P26374	74,071
P51159	24,868
P98175	103,533
O60671	31,827
P57052	32,179
O00194	24,608
Q9NTZ6	97,395
P04049	73,052
Q14088	26,593
O60216	71,690
Q96PK6	69,492
Q9H082	25,718
Q14964	25,007
Q96T37	107,189
Q96DA2	24,622
Q96H35	21,649
Q15042	110,524
Q9Y4C8	107,332
Q8WXH6	31,076
Q12829	30,956
Q5T481	134,258
Q96S21	31,304
P15918	119,097
P0C0E4	31,239
Q9NW64	46,896
Q8IUD2	128,086
P55895	59,241
Q86U06	48,731
Q8NC74	71,432
Q9BX46	24,776
Q9NYW8	82,995
Q9Y2P8	40,843
Q9P1G2	11,378
P49756	100,185
Q15109	42,803
Q5T8P6	113,597
Q15293	38,890
Q09028	47,656
Q9P2N5	118,718
Q14257	36,876
Q9NW13	85,738
P46060	63,542
Q15291	59,153
Q96D15	37,493
Q96EV2	129,986
Q7Z6E9	201,564
P42696	48,565
Q9P0K7	110,041
Q9H0Z9	25,498
Q16576	47,820
Q7Z5J4	203,352
P20742	163,863
Q9Y5P3	57,180
Q8NFJ5	40,251
O75884	21,000
Q5U651	103,457
Q9UPQ7	119,596
A6NC62	12,297
Q9UKL0	53,327
Q8TDY2	183,091
Q8IZ40	58,012
Q6ZMN7	117,103
P11233	23,567
Q04671	92,850
Q9P2K3	55,581
Q9NXS2	42,924
P11234	23,409
Q86SE5	32,331
Q9UKM9	32,463
Q16769	40,877
O14957	6,570
Q9BTL3	14,381
P31930	52,646
O60894	16,988
Q96P65	49,488
O60895	19,608
O60896	16,518
P22695	48,443
Q2TAL8	86,436
Q9H4I0	63,324
Q9H0J4	180,827
A0A096LP55	10,752
P54725	39,609
P07919	10,739
Q9H6Z4	60,210
P54727	43,171
Q96S59	77,847
Q2KHR3	189,972
P14927	13,530
P43487	23,310
O00391	82,578
O14949	9,906
P0DJH9	23,209
Q7Z3Z2	22,704
Q6ZRP7	77,529
Q5T6V5	39,029
Q9UDW1	7,308
P62826	24,423
Q9H974	46,713
Q9NRI6	3,432
Q5JQD4	7,832
P10082	11,145
Q96PU8	37,671
Q92878	153,892
O95825	38,697
Q53FA7	35,536
Q08257	35,207
Q06609	36,966
P43351	46,169
Q92698	84,352
Q9H477	34,143
Q99638	42,547
Q6WBX8	47,832
P0C881	100,635
A8MTL3	33,570
B2RC85	100,547
Q6NUR6	5,133
O15541	38,787
Q8IZP6	36,259
Q8NI28	22,304
P25800	17,828
Q59GN2	6,323
Q8TBN0	42,637
Q9Y3T6	49,092
Q7Z5L2	87,883
Q15032	120,696
Q9Y2K5	106,999
Q96JH8	117,455
Q96D70	30,350
Q86UN2	49,065
P35241	68,564
Q86UN3	46,106
Q96B01	38,457
Q09MP3	133,907
Q6MZT1	28,962
Q6ZS82	25,148
Q32P51	34,225
A0A2R8Y4L2	29,174
O15315	42,196
O43502	42,190
O75771	35,049
Q9Y620	102,967
P49795	24,636
Q04864	68,520
Q08116	23,858
Q9H0H5	71,027
O75628	32,947
O76081	43,692
Q13278	11,984
Q2M5E4	17,671
Q8NE09	147,163
Q8IYK8	37,139
P41220	24,382
Q9H4X1	14,559
P27694	68,138
P49796	132,336
Q8IZJ4	52,346
Q8N9B8	54,556
Q9BWJ2	6,658
P49798	23,256
Q0VAM2	55,359
Q9H1J1	54,696
Q8N431	52,870
Q9BZI7	57,762
O15539	20,946
P51606	48,831
P49758	54,423
P15927	29,247
P00797	45,057
Q8IUC4	76,993
P57771	20,917
A5PLK6	125,688
Q9BQY4	31,692
Q6NTF9	39,202
Q6BDI9	26,571
Q9Y3P4	40,484
Q9HB20	33,861
P41238	28,192
Q8NAA4	68,998
Q8N0Z2	43,117
Q9Y235	25,703
P17787	57,019
P54253	86,923
P01009	46,737
Q9UKU7	45,070
P42684	128,343
P20309	66,128
P08173	53,049
P08912	60,074
Q5SQ80	94,087
Q96P09	27,089
Q8TDX5	38,035
Q9UGJ0	63,066
Q8WWZ7	186,508
Q9UGI9	54,258
Q8N9N5	56,494
P22004	57,226
Q9UPA5	416,469
Q8IZY2	234,350
Q7RTU4	24,132
P02750	38,178
P18075	49,313
Q9H7C9	13,332
P01023	163,291
Q9UL45	19,744
O95342	146,407
Q4LEZ3	17,575
Q7L1Q6	48,043
Q9H3F6	35,432
Q9BTE6	45,480
P86434	17,238
Q96QU6	57,324
Q86TX2	46,277
Q96KV6	65,713
O00478	65,002
P51813	78,011
Q96K17	17,271
Q9Y5Z0	56,180
Q8TDN7	31,095
P61221	67,314
Q9NUQ8	79,745
Q8TD16	93,533
A1A5D9	56,834
Q9HCU9	28,461
Q9H222	72,504
P12821	149,715
P25106	41,493
Q9NPB9	39,914
Q8IYS8	18,075
Q7Z569	67,305
Q9H503	10,309
O95816	23,772
P47898	40,255
P28222	43,568
P14060	42,252
Q96AP0	48,967
P28223	52,603
Q2M2I8	103,885
Q5VST6	32,215
Q7Z4H4	15,865
P06280	48,767
P29274	44,707
Q9NS82	56,798
Q8TDL5	52,442
Q9UIR0	50,436
Q86V21	75,144
P59826	49,887
Q13023	256,720
Q9HAY6	62,637
Q8NFQ5	49,717
A8MVZ5	32,612
O15204	52,775
P16278	76,075
O43823	76,108
Q96IK1	19,196
O95861	33,392
Q5T2L2	14,588
Q96JD6	36,589
O75936	44,715
Q9Y3E2	14,289
Q09666	629,101
P31749	55,686
P14550	36,573
Q9H246	13,865
P51648	54,848
Q8N4T0	51,008
Q60I27	107,748
P43353	51,840
Q9UKA4	210,512
Q53H64	13,397
P30038	61,719
P08319	40,222
Q9Y2D5	94,661
O43506	81,603
Q9UKJ8	80,834
P49189	53,802
Q5JQC9	94,477
Q9P0K1	100,433
Q9NZT1	15,893
P15086	47,368
Q9BX69	116,468
Q8TD86	20,690
P0DPF5	21,517
P0DPF6	22,074
Q96IY4	48,424
Q9Y2G2	60,652
Q6ZSJ8	11,471
Q6QNK2	96,530
Q96MC9	29,841
Q8N8R7	29,338
Q8TED9	86,432
P08913	50,647
P48960	91,869
Q13015	10,061
Q86Z20	58,629
Q8IZF7	78,569
Q9UKF2	88,940
P11766	39,724
P43652	69,069
Q8NCV1	61,755
P55211	46,281
Q6NS38	29,322
Q9Y6Z5	26,128
O94910	162,717
Q96BT7	75,208
P35612	80,854
Q7Z6V5	21,046
O75689	43,395
Q5VUY2	46,082
Q68CK6	64,271
Q8IUX7	130,929
Q5VW22	73,127
Q96P64	73,070
Q96P47	95,044
Q5VTM2	77,972
Q8WTP8	36,350
Q8IWK6	146,151
Q9NRN7	35,776
O60242	171,518
Q9NX46	38,947
Q9H251	369,494
Q6ZSI9	81,037
P52594	58,260
Q96F25	24,151
P00736	80,119
Q96DE5	11,667
Q8N6H7	56,720
Q9NZN5	173,232
Q9UM13	21,252
Q8IV38	49,299
Q8IVW4	67,514
Q9NVM4	78,459
P02655	11,284
P35414	42,660
Q92754	49,177
O14617	130,158
Q06278	147,918
P0DTE7	57,768
Q96N21	55,137
Q8N6S4	60,818
Q92688	28,788
O95626	14,806
Q9BTT0	30,692
Q9BXS5	48,587
O14727	141,840
Q8N2N9	153,582
Q5JPF3	199,748
Q6UB99	297,913
Q6ICH7	41,699
Q9NXR5	44,768
Q01432	88,812
O75179	274,258
Q8TF21	124,187
Q9UPS8	196,411
Q9BS16	31,655
Q96NW4	116,984
P42081	37,682
Q8N0S6	38,998
P51861	31,279
Q53RE8	19,651
Q86X02	53,010
Q8N8A2	107,603
Q01850	51,855
Q8WVL7	27,290
P06276	68,418
P21926	25,416
Q9BU64	33,786
Q5SZQ8	50,548
O95170	85,370
Q8N9R6	17,643
Q9BZC1	51,966
P30533	41,466
Q8N9V6	59,571
Q96T59	20,651
Q96EP1	73,386
Q6NXT1	32,505
Q8N6W0	52,355
Q9BZ19	37,630
Q6IPU0	33,165
Q96J87	50,477
Q9NYQ6	329,486
Q9HCU4	317,453
A6NC57	106,446
C9JTQ0	39,620
Q7L2Z9	30,595
E5RJM6	41,497
B4E2M5	22,026
Q92903	53,304
Q7Z6G8	138,066
P19835	79,322
O95684	43,065
A6NF34	70,629
P04083	38,714
P01160	16,396
Q5VTE6	62,339
Q9UKU9	57,104
Q8N8E3	112,749
Q8N960	112,640
Q8WU49	19,475
Q76N32	81,102
P10809	61,055
Q52M75	10,857
Q8N5B7	45,752
P13688	57,560
Q6UWT4	9,693
Q5FYA8	63,525
Q5VTT2	26,445
P18440	33,899
Q6P1M9	62,346
Q96IL0	24,153
P35670	157,263
Q6RW13	17,419
Q9H3G5	54,164
Q9UBB4	53,489
Q8WXF7	63,544
P0C7T5	73,306
P00846	24,817
P30411	44,461
Q9BUH8	64,803
Q96C10	76,613
O00421	39,513
P49450	15,991
Q5JQF7	7,289
Q6ZTY9	16,773
Q9Y6Z2	6,189
Q9H7B7	14,425
A4D0Y5	10,046
A8K010	21,118
Q6P656	34,294
Q8NHZ8	9,777
Q8IU89	46,316
Q8N319	26,113
Q6ZVT6	76,271
Q9H1X3	42,404
Q49AR2	49,967
P48745	39,162
Q6UY09	65,808
A6NGY3	17,908
P20248	48,551
P60953	21,259
Q9H305	21,892
A6NFR6	39,250
Q8N7Q2	20,470
A8MTT3	9,336
Q99741	62,720
Q8WWL7	157,916
Q8TF46	120,787
Q9NYV4	164,155
Q14129	24,989
P24864	47,077
Q03701	120,974
Q99616	10,986
Q14004	164,923
P15812	43,626
O15467	13,600
P51946	37,643
Q14094	42,557
Q7Z4T9	89,955
Q15762	38,614
O75909	64,240
Q9P2B7	59,475
O75911	33,548
P17661	53,536
P23743	82,630
P35659	42,674
Q9BTZ2	29,537
Q9Y6T7	90,595
P15924	331,774
O60610	141,347
Q16760	134,525
Q14154	55,920
P52429	63,927
P60981	18,506
Q5ZPR3	57,235
Q96S94	58,147
P49619	89,124
O60879	125,569
P00746	27,033
P10147	10,085
P26842	29,137
Q9H8S5	33,574
O60563	80,685
Q86XP1	134,866
P08603	139,096
O95400	37,646
O60583	81,029
Q8TCE6	40,513
Q05D60	70,977
P80075	11,246
A4D1U4	51,446
Q9NPF0	28,991
Q9NUG4	62,179
P78524	126,485
Q9BSQ5	48,837
Q68D51	106,865
Q9Y4D2	114,952
O14521	17,043
O95424	10,429
Q9H6A0	53,672
Q9Y238	195,684
O75064	163,847
Q5VZ89	212,711
Q6IQ26	147,096
Q12959	100,455
Q6ZUT9	145,020
Q9UPY3	218,682
Q8IWF6	69,575
Q15700	97,552
Q8NEG7	66,464
A2RUS2	135,890
Q00796	38,325
Q9UBX3	31,282
Q92796	90,314
O94850	75,996
P78352	80,495
O43583	22,092
Q8TDM6	213,868
Q9BTC0	243,873
A0A0K2S4Q6	21,806
P04234	18,930
P00367	61,398
Q5T7M9	49,024
Q5VUD6	48,583
Q0P6D2	46,420
Q8NDZ4	49,482
P49448	61,434
Q9H7Y0	48,555
Q9UNQ2	35,236
Q96KP4	52,878
Q96JQ2	111,651
A7MBM2	152,003
O75503	41,497
Q9NWW5	35,919
Q9NQW8	92,167
Q8IV77	65,999
Q8NEU8	74,493
Q9BZ76	140,690
O75508	21,993
P57737	100,605
P10589	46,156
Q8N1P7	177,913
Q96SQ9	55,817
P46597	38,453
P14415	33,367
P17405	69,936
P54709	31,513
Q9UN42	41,598
Q9BPX5	16,941
P20933	37,208
Q9H9F9	68,297
Q5U4P2	41,128
Q12797	85,863
O14983	110,252
Q9H981	70,484
Q8IZT6	409,800
Q2TB18	77,093
Q9BXN1	43,417
Q9Y284	12,068
Q96KQ4	119,565
P16615	114,757
O15144	34,333
Q13625	125,616
O15145	20,547
Q93084	109,256
P59998	19,667
P26436	28,156
Q86WX3	15,434
O15511	16,320
P20020	134,685
Q9NZ32	46,307
Q7Z6K5	24,943
P56211	12,323
Q01814	136,876
Q16720	134,197
O14525	144,913
Q5T9G4	38,632
O75129	148,243
Q96CP6	80,680
P98194	100,577
Q9NVT9	31,281
Q3KR37	85,400
P49407	47,066
Q8NEN0	96,867
Q8IYS0	76,035
P61160	44,761
Q5W041	96,405
O75185	103,169
Q96C12	97,682
L0R819	11,250
Q8IXJ9	165,432
Q6NXE6	54,142
Q8TBG4	55,671
Q76L83	153,820
P32121	46,106
Q9H6L4	21,924
Q8IUZ5	49,711
Q9C0F0	241,919
Q8IUR7	75,509
Q9P1U1	47,608
Q9C0K3	23,712
P36575	42,778
O94817	15,113
Q8N5I2	45,981
Q5VTU8	5,807
Q2TAZ0	212,860
Q8TBH0	44,379
Q8WWH4	53,458
P61158	47,371
Q96B67	46,395
P24539	28,909
Q96BY7	232,763
P00966	46,530
Q8NCT1	45,479
A6NEK1	38,383
P05496	14,277
O60312	167,688
Q06055	14,637
P10523	45,120
O94823	165,391
O75143	56,572
Q9P241	160,274
P48201	14,693
P98196	129,756
Q7Z4Y8	11,037
Q9Y2G3	134,190
Q9ULK2	91,514
Q5T6C5	77,181
P15289	53,588
Q8NB49	129,477
Q14CW9	38,651
P54707	115,511
Q9Y2Q0	131,369
Q9NTI2	133,599
Q9HD20	132,955
O43520	143,695
Q9NQ11	128,794
P98198	137,440
Q9H7F0	138,043
O60423	146,752
Q4VNC1	133,987
Q8TF62	135,868
P0DMR3	22,759
Q4VNC0	137,327
Q8NBU5	40,744
Q9NT62	35,864
Q6PL18	158,554
Q8WYN0	45,378
Q9Y4P1	44,294
Q96DT6	52,497
Q86TL0	52,922
Q99424	76,827
Q8N2K0	45,097
P36544	56,449
Q6UXT9	51,771
Q05901	52,729
Q674R7	101,019
Q9BSB4	25,003
P07510	57,883
Q92858	38,160
Q8N100	16,871
P04217	54,254
Q9BUJ0	29,765
Q9H7T9	40,253
Q9Y679	45,787
Q96IU4	22,346
Q9NQ94	65,202
O96019	47,461
Q709F0	87,264
O95870	63,243
Q8N7W2	57,549
Q9UKV3	151,862
Q9Y614	45,234
Q8IZP0	55,081
Q9NRW3	22,826
Q07912	114,569
Q9NYB9	55,663
P31941	23,012
Q8NFU1	57,139
P35226	36,949
Q8N1M1	76,107
Q8NFU0	53,497
P08172	51,715
P12643	44,702
Q13489	68,372
Q99758	191,362
Q4UJ75	94,149
A0PJZ0	18,446
P78363	255,944
Q8NDB2	89,282
P22003	51,737
Q8N139	184,286
P08697	54,566
Q7RTS1	20,818
Q8IXM2	17,900
O94911	183,677
Q8WWZ4	175,790
Q96P50	92,495
P46663	40,495
Q86UK0	293,237
O00400	60,909
A8K2U0	161,107
P34820	44,768
Q86UQ4	576,159
Q8NDY6	23,665
Q8N8U9	75,997
O14503	45,510
Q8WYK0	62,034
Q9BR61	31,151
Q6QNY1	15,961
P36894	60,198
Q8N6N7	9,790
Q99728	86,648
Q96GR2	81,290
Q5FVE4	74,354
Q9Y312	43,472
P07108	10,044
Q9BXI3	41,021
Q8WVV5	59,070
Q96P26	68,804
Q9H0P0	37,948
Q4AC99	65,249
O00481	57,677
Q6UXY1	58,987
P78410	36,428
A4D250	19,503
P56817	55,764
Q9UDR5	102,132
P49753	53,218
Q969T7	34,389
Q7Z5W3	33,200
Q5QJU3	31,309
Q9BYV9	92,537
Q9BXY8	15,321
Q01954	110,972
Q6ZUV0	28,164
Q9Y305	49,902
Q9NUN7	31,552
Q00994	12,959
Q5H9J7	12,602
Q15172	56,194
O00154	41,796
P22303	67,796
Q9NZS9	52,738
Q15173	57,393
Q6P4H8	26,110
Q5PSV4	37,629
Q16570	35,553
Q9H172	71,896
Q7Z465	39,713
O00590	43,443
P46952	32,556
P31946	28,082
P61163	42,614
Q96L58	37,138
Q99217	21,603
Q96FH0	13,403
Q8N944	90,445
Q8N7J2	69,507
Q6DCA0	34,499
Q9UKV5	72,996
Q9BXH1	20,532
